"ranking","country","regional_indicator","happiness_score","gdp","support","life_exp","freedom","generosity","corruption","year","regime_category","monarchy","democracy","presidential","colony","communist","sp_democracy","suffrage","electoral_category","sp_electoral","fair_election","alternation","region","country_or_territory","status","political_rights","civil_liberties"
81,"Montenegro","Central and Eastern Europe",5.3475,6.16886,0.61689,69,0.35787,0.18644,0.17823,2018,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.75,TRUE,"non-democratic multi-party elections",2.75,FALSE,FALSE,"Europe","c","PF",3,3
85,"Morocco","Middle East and North Africa",5.2537,4.72266,0.47227,68,0.6351,0.04417,0.1625,2018,"Royal dictatorship",TRUE,FALSE,FALSE,FALSE,FALSE,0.333333333333333,TRUE,"non-democratic multi-party elections",2.33333333333333,FALSE,FALSE,"Africa","c","PF",5,5
123,"Mozambique","Sub-Saharan Africa",4.4166,1.20071,0.12007,57,0.73276,0.34411,0.34628,2018,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.428571428571429,TRUE,"non-democratic multi-party elections",2.42857142857143,FALSE,FALSE,"Africa","c","PF",4,4
130,"Myanmar","Southeast Asia",4.3078,4.13651,0.41365,62,0.80008,1,0.38965,2018,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.2,TRUE,"non-democratic multi-party elections",1.2,FALSE,FALSE,"Asia","c","PF",5,5
119,"Namibia","Sub-Saharan Africa",4.4413,5.29893,0.52989,61,0.71678,0.08472,0.14045,2018,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.5,TRUE,"non-democratic multi-party elections",2.5,TRUE,FALSE,"Africa","c","F",2,2
101,"Nepal","South Asia",4.8804,2.57953,0.25795,65,0.72622,0.50541,0.17043,2018,"Parliamentary democracy",FALSE,TRUE,FALSE,FALSE,FALSE,0.5,TRUE,"democratic elections",1.5,TRUE,TRUE,"Asia","c","PF",3,4
6,"Netherlands","Western Europe",7.4413,8.25267,0.82527,72,0.88072,0.55786,0.64467,2018,"Parliamentary democracy",TRUE,TRUE,FALSE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Europe","c","F",1,1
8,"New Zealand","North America and ANZ",7.3238,7.68935,0.76894,72,0.92324,0.61109,0.85091,2018,"Parliamentary democracy",TRUE,TRUE,FALSE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Asia","c","F",1,1
41,"Nicaragua","Latin America and Caribbean",6.141,4.05262,0.40526,68,0.72707,0.34752,0.28115,2018,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.666666666666667,TRUE,"non-democratic multi-party elections",2.66666666666667,FALSE,FALSE,"Americas","c","PF",5,4
134,"Niger","Sub-Saharan Africa",4.1655,0.79653,0.07965,58,0.53802,0.29345,0.21643,2018,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,0.428571428571429,TRUE,"democratic elections",2.42857142857143,TRUE,TRUE,"Africa","c","PF",4,4
91,"Nigeria","Sub-Saharan Africa",5.1554,4.17888,0.41789,54,0.6375,0.33643,0.06948,2018,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.5,TRUE,"democratic elections",2.5,TRUE,TRUE,"Africa","c","PF",3,5
2,"Norway","Western Europe",7.5937,8.82704,0.8827,72,0.94747,0.478,0.74335,2018,"Parliamentary democracy",TRUE,TRUE,FALSE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Europe","c","F",1,1
75,"Pakistan","South Asia",5.4725,3.95645,0.39565,62,0.4615,0.3616,0.24792,2018,"Parliamentary democracy",FALSE,TRUE,FALSE,FALSE,FALSE,0.25,TRUE,"democratic elections",1.5,TRUE,TRUE,"Asia","c","PF",4,5
27,"Panama","Latin America and Caribbean",6.43,6.74448,0.67445,70,0.82386,0.20836,0.13806,2018,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Americas","c","F",2,2
64,"Paraguay","Latin America and Caribbean",5.6806,5.06096,0.5061,66,0.74611,0.27112,0.16204,2018,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Americas","c","PF",3,3
65,"Peru","Latin America and Caribbean",5.6632,5.66092,0.56609,68,0.73153,0.15321,0.07477,2018,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Americas","c","F",2,3
71,"Philippines","Southeast Asia",5.5241,4.70173,0.47017,64,0.88732,0.20069,0.23016,2018,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Asia","c","PF",3,3
42,"Poland","Central and Eastern Europe",6.123,7.12858,0.71286,70,0.75327,0.18002,0.13975,2018,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,0.714285714285714,TRUE,"democratic elections",2.71428571428571,TRUE,TRUE,"Europe","c","F",1,2
77,"Portugal","Western Europe",5.4104,7.20119,0.72012,72,0.77578,0.09189,0.03637,2018,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Europe","c","F",1,1
32,"Qatar","Middle East and North Africa",6.3745,10,1,69,0.90279,0.42923,0.37321,2018,"Royal dictatorship",TRUE,FALSE,FALSE,FALSE,FALSE,0,TRUE,"no elections",0.666666666666667,FALSE,FALSE,"Middle East","c","NF",6,5
52,"Romania","Central and Eastern Europe",5.9452,6.76524,0.67652,69,0.72814,0.14652,0.00151,2018,"Mixed democratic",FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Europe","c","F",2,2
59,"Russia","Commonwealth of Independent States",5.8097,6.98035,0.69803,66,0.55114,0.10887,0.05552,2018,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.6,TRUE,"non-democratic multi-party elections",2.4,FALSE,FALSE,"Eurasia","c","NF",7,6
151,"Rwanda","Sub-Saharan Africa",3.4081,2.01526,0.20153,62,0.87775,0.3342,0.97269,2018,"Military dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,"non-democratic multi-party elections",2,FALSE,FALSE,"Africa","c","NF",6,6
33,"Saudi Arabia","Middle East and North Africa",6.3709,8.36094,0.83609,67,0.70251,0.16457,0.27756,2018,"Royal dictatorship",TRUE,FALSE,FALSE,FALSE,FALSE,0.1,FALSE,"no elections",1.5,FALSE,FALSE,"Middle East","c","NF",7,7
109,"Senegal","Sub-Saharan Africa",4.6311,2.60092,0.26009,62,0.55978,0.23093,0.17972,2018,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,0.8,TRUE,"democratic elections",2.8,TRUE,TRUE,"Africa","c","F",2,2
78,"Serbia","Central and Eastern Europe",5.3982,5.91065,0.59107,68,0.39734,0.22387,0.09388,2018,"Mixed democratic",FALSE,TRUE,FALSE,FALSE,FALSE,0.777777777777778,TRUE,"democratic elections",2.77777777777778,TRUE,TRUE,"Europe","c","F",3,2
113,"Sierra Leone","Sub-Saharan Africa",4.5706,1.55335,0.15534,53,0.49026,0.39865,0.11603,2018,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Africa","c","PF",3,3
34,"Singapore","Southeast Asia",6.3432,9.27376,0.92738,75,0.87145,0.43746,1,2018,"Civilian dictatorship",FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,"non-democratic multi-party elections",3,FALSE,FALSE,"Asia","c","PF",4,4
39,"Slovakia","Central and Eastern Europe",6.1734,7.33687,0.73369,70,0.48797,0.1968,0.03024,2018,"Mixed democratic",FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Europe","c","F",1,1
51,"Slovenia","Central and Eastern Europe",5.9476,7.39238,0.73924,72,0.87363,0.26741,0.1115,2018,"Parliamentary democracy",FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Europe","c","F",1,1
98,"Somalia","Sub-Saharan Africa",4.9815,0,0,55,0.9298,0.39825,0.61731,2018,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,"no elections",2,FALSE,FALSE,"Africa","c","NF",7,7
105,"South Africa","Sub-Saharan Africa",4.724,5.69972,0.56997,60,0.71291,0.17297,0.12199,2018,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.333333333333333,TRUE,"non-democratic multi-party elections",2.33333333333333,TRUE,FALSE,"Africa","c","F",2,2
57,"South Korea","East Asia",5.8749,7.67899,0.7679,74,0.33706,0.29205,0.11256,2018,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.333333333333333,TRUE,"democratic elections",1.33333333333333,TRUE,TRUE,"Asia","c","F",2,2
154,"South Sudan","Sub-Saharan Africa",3.2542,2.04584,0.20458,57,0.15405,0.37473,0.23125,2018,"Military dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,"no elections",2,FALSE,FALSE,"Africa","c","NF",7,7
36,"Spain","Western Europe",6.3099,7.58504,0.7585,74,0.61954,0.23689,0.16155,2018,"Parliamentary democracy",TRUE,TRUE,FALSE,FALSE,FALSE,0.75,TRUE,"democratic elections",2.75,TRUE,TRUE,"Europe","c","F",1,1
116,"Sri Lanka","South Asia",4.4706,5.56592,0.55659,68,0.80765,0.51444,0.10982,2018,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Asia","c","PF",3,4
137,"Sudan","Middle East and North Africa",4.1387,3.66889,0.36689,60,0.02241,0.22408,0.1789,2018,"Military dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,"non-democratic multi-party elections",1.42857142857143,FALSE,FALSE,"Africa","c","NF",7,7
9,"Sweden","Western Europe",7.3145,8.2195,0.82195,73,0.91018,0.47638,0.83859,2018,"Parliamentary democracy",TRUE,TRUE,FALSE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Europe","c","F",1,1
5,"Switzerland","Western Europe",7.4873,8.60934,0.86093,73,0.9107,0.42761,0.78053,2018,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Europe","c","F",1,1
150,"Syria","Middle East and North Africa",3.4619,4.17681,0.41768,65,0.12185,0.62906,0.31581,2018,"Military dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.2,TRUE,"non-democratic multi-party elections",2.2,FALSE,FALSE,"Middle East","c","NF",7,7
26,"Taiwan","East Asia",6.4406,8.27779,0.82778,72,0.57636,0.25205,0.17038,2018,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,0.666666666666667,TRUE,"democratic elections",2,TRUE,TRUE,"Asia","c","F",1,1
80,"Tajikistan","Commonwealth of Independent States",5.3525,2.87522,0.28752,66,0.69498,0.35825,0.2966,2018,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.25,TRUE,"non-democratic multi-party elections",1.75,FALSE,FALSE,"Eurasia","c","NF",7,6
153,"Tanzania","Sub-Saharan Africa",3.3035,2.75833,0.27583,61,0.66382,0.45189,0.2127,2018,"Military dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.25,TRUE,"non-democratic multi-party elections",2.25,FALSE,FALSE,"Africa","c","PF",4,4
46,"Thailand","Southeast Asia",6.0723,6.16091,0.61609,69,0.87972,0.60841,0.06378,2018,"Military dictatorship",TRUE,FALSE,FALSE,FALSE,FALSE,0.25,TRUE,"no elections",2,FALSE,FALSE,"Asia","c","NF",6,5
139,"Togo","Sub-Saharan Africa",3.9985,1.57278,0.15728,58,0.59922,0.26475,0.22031,2018,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.666666666666667,TRUE,"non-democratic multi-party elections",2.66666666666667,FALSE,FALSE,"Africa","c","PF",4,4
38,"Trinidad and Tobago","Latin America and Caribbean",6.1919,7.41459,0.74146,65,0.79379,0.28628,0.04081,2018,"Parliamentary democracy",FALSE,TRUE,FALSE,FALSE,FALSE,0.666666666666667,TRUE,"democratic elections",2.33333333333333,TRUE,TRUE,"Americas","c","F",2,2
111,"Tunisia","Middle East and North Africa",4.5924,5.4561,0.54561,68,0.37338,0.06729,0.1373,2018,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.5,TRUE,"democratic elections",2.5,TRUE,TRUE,"Africa","c","F",2,3
74,"Turkey","Middle East and North Africa",5.4825,6.96361,0.69636,68,0.4476,0.17672,0.23805,2018,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.625,TRUE,"non-democratic multi-party elections",2.5,FALSE,FALSE,"Europe","c","NF",5,6
68,"Turkmenistan","Commonwealth of Independent States",5.6362,6.1586,0.61586,64,0.57504,0.33316,0.08165,2018,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,"non-democratic multi-party elections",1.75,FALSE,FALSE,"Eurasia","c","NF",7,7
135,"Uganda","Sub-Saharan Africa",4.1608,1.95126,0.19513,58,0.62074,0.43413,0.13262,2018,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,"non-democratic multi-party elections",2,FALSE,FALSE,"Africa","c","PF",6,4
138,"Ukraine","Commonwealth of Independent States",4.1029,4.80881,0.48088,66,0.2244,0.31287,0.02504,2018,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,0.714285714285714,TRUE,"democratic elections",2.71428571428571,TRUE,TRUE,"Eurasia","c","PF",3,3
20,"United Arab Emirates","Middle East and North Africa",6.7741,8.89677,0.88968,70,0.92458,0.47512,0.40621,2018,"Royal dictatorship",TRUE,FALSE,FALSE,FALSE,FALSE,0,FALSE,"no elections",1.25,FALSE,FALSE,"Middle East","c","NF",7,6
19,"United Kingdom","Western Europe",6.8143,7.89125,0.78913,72,0.73525,0.59295,0.59538,2018,"Parliamentary democracy",TRUE,TRUE,FALSE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Europe","c","F",1,1
18,"United States","North America and ANZ",6.886,8.47785,0.84778,71,0.75547,0.48629,0.292,2018,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Americas","c","F",2,1
31,"Uruguay","Latin America and Caribbean",6.3788,6.626,0.6626,70,0.86249,0.21691,0.33992,2018,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Americas","c","F",1,1
44,"Uzbekistan","Commonwealth of Independent States",6.0961,4.35917,0.43592,66,1,0.54854,0.56622,2018,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.2,TRUE,"non-democratic multi-party elections",2.2,FALSE,FALSE,"Eurasia","c","NF",7,7
102,"Venezuela","Latin America and Caribbean",4.8056,6.03779,0.60378,67,0.18372,0.09425,0.11299,2018,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,TRUE,1,TRUE,"single-party elections",3,FALSE,FALSE,"Americas","c","NF",6,5
95,"Vietnam","Southeast Asia",5.1032,4.33358,0.43336,68,0.85336,0.29628,0.17397,2018,"Civilian dictatorship",FALSE,FALSE,FALSE,FALSE,TRUE,0,TRUE,"single-party elections",1,FALSE,FALSE,"Asia","c","NF",7,5
152,"Yemen","Middle East and North Africa",3.3549,2.67746,0.26775,60,0.33662,0.13905,0.14037,2018,"Military dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,"no elections",1.33333333333333,FALSE,FALSE,"Middle East","c","NF",7,6
125,"Zambia","Sub-Saharan Africa",4.3771,3.41039,0.34104,59,0.69374,0.37046,0.17933,2018,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.285714285714286,TRUE,"democratic elections",2.28571428571429,TRUE,TRUE,"Africa","c","PF",4,4
144,"Zimbabwe","Sub-Saharan Africa",3.6923,2.16659,0.21666,58,0.56038,0.22083,0.21651,2018,"Military dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.5,TRUE,"non-democratic multi-party elections",2.5,FALSE,FALSE,"Africa","c","NF",6,5
1,"Finland","Western Europe",7.7689,7.95824,0.9776,76,0.944,0.26989,0.86796,2019,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,0.75,TRUE,"democratic elections",2.75,TRUE,TRUE,"Europe","c","F",1,1
2,"Denmark","Western Europe",7.6001,8.21474,0.96855,76,0.93839,0.44593,0.90675,2019,"Parliamentary democracy",TRUE,TRUE,FALSE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Europe","c","F",1,1
3,"Norway","Western Europe",7.5539,8.83423,0.97407,77,0.95605,0.47948,0.75302,2019,"Parliamentary democracy",TRUE,TRUE,FALSE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Europe","c","F",1,1
4,"Iceland","Western Europe",7.4936,8.19529,1,77,0.93609,0.62627,0.26062,2019,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Europe","c","F",1,1
5,"Netherlands","Western Europe",7.4876,8.28945,0.93733,76,0.8825,0.56986,0.65824,2019,"Parliamentary democracy",TRUE,TRUE,FALSE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Europe","c","F",1,1
6,"Switzerland","Western Europe",7.4802,8.6233,0.94003,77,0.90538,0.46563,0.75685,2019,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Europe","c","F",1,1
7,"Sweden","Western Europe",7.3433,8.23337,0.91603,76,0.90998,0.47192,0.82442,2019,"Parliamentary democracy",TRUE,TRUE,FALSE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Europe","c","F",1,1
8,"New Zealand","North America and ANZ",7.3075,7.73464,0.95909,77,0.92697,0.58294,0.84005,2019,"Parliamentary democracy",TRUE,TRUE,FALSE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Asia","c","F",1,1
9,"Canada","North America and ANZ",7.2781,8.10463,0.92676,77,0.92508,0.50373,0.68047,2019,"Parliamentary democracy",TRUE,TRUE,FALSE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Americas","c","F",1,1
10,"Austria","Western Europe",7.246,8.16785,0.90858,76,0.8429,0.43046,0.49973,2019,"Mixed democratic",FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Europe","c","F",1,1
11,"Australia","North America and ANZ",7.228,8.14412,0.95338,77,0.88265,0.58596,0.64054,2019,"Parliamentary democracy",TRUE,TRUE,FALSE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Asia","c","F",1,1
12,"Costa Rica","Latin America and Caribbean",7.1674,6.14128,0.88758,76,0.88402,0.2552,0.20648,2019,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.5,TRUE,"democratic elections",2.5,TRUE,TRUE,"Americas","c","F",1,1
13,"Israel","Middle East and North Africa",7.1387,7.57582,0.89591,77,0.58706,0.46211,0.18141,2019,"Parliamentary democracy",FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,"democratic elections",2,TRUE,TRUE,"Middle East","c","F",2,3
14,"Luxembourg","Western Europe",7.0903,9.55268,0.91079,76,0.83353,0.34339,0.69738,2019,"Parliamentary democracy",TRUE,TRUE,FALSE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Europe","c","F",1,1
15,"United Kingdom","Western Europe",7.0537,7.91495,0.94699,76,0.71212,0.61547,0.61322,2019,"Parliamentary democracy",TRUE,TRUE,FALSE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Europe","c","F",1,1
16,"Ireland","Western Europe",7.0211,8.90223,0.95665,76,0.81683,0.52711,0.68534,2019,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Europe","c","F",1,1
17,"Germany","Western Europe",6.985,8.15021,0.8955,76,0.7846,0.46211,0.58535,2019,"Parliamentary democracy",FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Europe","c","F",1,1
18,"Belgium","Western Europe",6.923,8.04987,0.9265,76,0.74861,0.28242,0.46316,2019,"Parliamentary democracy",TRUE,TRUE,FALSE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Europe","c","F",1,1
19,"United States","North America and ANZ",6.8923,8.50777,0.89757,74,0.71946,0.49468,0.28217,2019,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Americas","c","F",2,1
20,"Czech Republic","Central and Eastern Europe",6.8521,7.53554,0.9161,75,0.72377,0.08142,0.08061,2019,"Parliamentary democracy",FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Europe","c","F",1,1
21,"United Arab Emirates","Middle East and North Africa",6.8245,8.92248,0.80668,73,0.94804,0.46355,0.40133,2019,"Royal dictatorship",TRUE,FALSE,FALSE,FALSE,FALSE,0,FALSE,"no elections",1.25,FALSE,FALSE,"Middle East","c","NF",7,6
22,"Malta","Western Europe",6.7256,7.71893,0.93597,76,0.89394,0.66334,0.33295,2019,"Parliamentary democracy",FALSE,TRUE,FALSE,FALSE,FALSE,0.666666666666667,TRUE,"democratic elections",2.66666666666667,TRUE,TRUE,"Europe","c","F",2,1
23,"Mexico","Latin America and Caribbean",6.5945,6.35232,0.81488,74,0.68613,0.12998,0.16061,2019,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.75,TRUE,"democratic elections",2.5,TRUE,TRUE,"Americas","c","PF",3,3
24,"France","Western Europe",6.5921,7.86139,0.90663,77,0.68998,0.19634,0.40467,2019,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Europe","c","F",1,2
25,"Taiwan","East Asia",6.4462,8.12358,0.88099,75,0.55534,0.42716,0.21383,2019,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,0.666666666666667,TRUE,"democratic elections",2,TRUE,TRUE,"Asia","c","F",1,1
26,"Chile","Latin America and Caribbean",6.444,6.88166,0.84301,75,0.56489,0.32981,0.12394,2019,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Americas","c","F",1,1
27,"Guatemala","Latin America and Caribbean",6.4362,4.75186,0.78187,71,0.84722,0.30948,0.17194,2019,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.75,TRUE,"democratic elections",2.75,TRUE,TRUE,"Americas","c","PF",4,4
28,"Saudi Arabia","Middle East and North Africa",6.3747,8.33026,0.83549,72,0.69496,0.14206,0.29172,2019,"Royal dictatorship",TRUE,FALSE,FALSE,FALSE,FALSE,0.1,FALSE,"no elections",1.5,FALSE,FALSE,"Middle East","c","NF",7,7
29,"Qatar","Middle East and North Africa",6.3745,10,0.80871,74,0.8797,0.38824,0.36785,2019,"Royal dictatorship",TRUE,FALSE,FALSE,FALSE,FALSE,0,TRUE,"no elections",0.666666666666667,FALSE,FALSE,"Middle East","c","NF",6,5
30,"Spain","Western Europe",6.3541,7.63488,0.91426,77,0.57362,0.27022,0.17355,2019,"Parliamentary democracy",TRUE,TRUE,FALSE,FALSE,FALSE,0.75,TRUE,"democratic elections",2.75,TRUE,TRUE,"Europe","c","F",1,1
31,"Panama","Latin America and Caribbean",6.3213,6.82503,0.88785,75,0.8169,0.19227,0.11992,2019,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Americas","c","F",1,2
32,"Brazil","Latin America and Caribbean",6.2998,5.96248,0.88621,72,0.61761,0.17536,0.18922,2019,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.875,TRUE,"democratic elections",2.75,TRUE,TRUE,"Americas","c","F",2,2
33,"Uruguay","Latin America and Caribbean",6.2933,6.6764,0.90209,74,0.82773,0.22358,0.33236,2019,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Americas","c","F",1,1
34,"Singapore","Southeast Asia",6.262,9.33188,0.90119,79,0.88089,0.47822,1,2019,"Civilian dictatorship",FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,"non-democratic multi-party elections",3,FALSE,FALSE,"Asia","c","PF",4,4
35,"El Salvador","Latin America and Caribbean",6.2531,4.71618,0.7647,72,0.68144,0.16451,0.1643,2019,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.333333333333333,TRUE,"democratic elections",2.33333333333333,TRUE,TRUE,"Americas","c","F",2,3
36,"Italy","Western Europe",6.2234,7.68618,0.91647,77,0.3656,0.27917,0.06596,2019,"Parliamentary democracy",FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Europe","c","F",1,1
37,"Bahrain","Middle East and North Africa",6.1994,8.08631,0.84227,74,0.84863,0.45063,0.24331,2019,"Royal dictatorship",TRUE,FALSE,FALSE,FALSE,FALSE,0,TRUE,"non-democratic multi-party elections",0,FALSE,FALSE,"Middle East","c","NF",7,6
38,"Slovakia","Central and Eastern Europe",6.1976,7.4,0.92652,74,0.5294,0.21371,0.03102,2019,"Mixed democratic",FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Europe","c","F",1,2
39,"Trinidad and Tobago","Latin America and Caribbean",6.1919,7.30693,0.90947,71,0.77533,0.32741,0.03457,2019,"Parliamentary democracy",FALSE,TRUE,FALSE,FALSE,FALSE,0.666666666666667,TRUE,"democratic elections",2.33333333333333,TRUE,TRUE,"Americas","c","F",2,2
40,"Poland","Central and Eastern Europe",6.1817,7.16074,0.88595,74,0.76476,0.20633,0.11154,2019,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,0.714285714285714,TRUE,"democratic elections",2.71428571428571,TRUE,TRUE,"Europe","c","F",2,2
